City,County,Year,Month,Temp
Faribault,Rice,2016,9,M
Faribault,Rice,2016,10,M
Faribault,Rice,2016,11,M
Faribault,Rice,2016,12,M
Gaylord,Sibley,2007,1,17
Gaylord,Sibley,2007,2,8
Gaylord,Sibley,2007,3,34
Gaylord,Sibley,2007,4,43.6
Gaylord,Sibley,2007,5,62.9
Gaylord,Sibley,2007,6,69.7
Gaylord,Sibley,2007,7,72.5
Gaylord,Sibley,2007,8,68.7
Gaylord,Sibley,2007,9,61.4
Gaylord,Sibley,2007,10,52
Gaylord,Sibley,2007,11,33.2
Gaylord,Sibley,2007,12,14.4
Gaylord,Sibley,2008,1,10.3
Gaylord,Sibley,2008,2,M
Gaylord,Sibley,2008,3,26.9
Gaylord,Sibley,2008,4,41
Gaylord,Sibley,2008,5,55.3
Gaylord,Sibley,2008,6,67.2
Gaylord,Sibley,2008,7,73.3
Gaylord,Sibley,2008,8,69.5
Gaylord,Sibley,2008,9,61.4
Gaylord,Sibley,2008,10,47.5
Gaylord,Sibley,2008,11,32.7
Gaylord,Sibley,2008,12,10.7
Gaylord,Sibley,2009,1,5.5
Gaylord,Sibley,2009,2,18.4
Gaylord,Sibley,2009,3,28.7
Gaylord,Sibley,2009,4,44.7
Gaylord,Sibley,2009,5,58.2
Gaylord,Sibley,2009,6,66.3
Gaylord,Sibley,2009,7,67.6
Gaylord,Sibley,2009,8,67.3
Gaylord,Sibley,2009,9,63.9
Gaylord,Sibley,2009,10,41.1
Gaylord,Sibley,2009,11,39.9
Gaylord,Sibley,2009,12,14.8
Gaylord,Sibley,2010,1,7.9
Gaylord,Sibley,2010,2,11.5
Gaylord,Sibley,2010,3,34.6
Gaylord,Sibley,2010,4,52.7
Gaylord,Sibley,2010,5,59.2
Gaylord,Sibley,2010,6,68.3
Gaylord,Sibley,2010,7,74.4
Gaylord,Sibley,2010,8,74.2
Gaylord,Sibley,2010,9,58.5
Gaylord,Sibley,2010,10,50.7
Gaylord,Sibley,2010,11,31.8
Gaylord,Sibley,2010,12,12.4
Gaylord,Sibley,2011,1,7.3
Gaylord,Sibley,2011,2,13.5
Gaylord,Sibley,2011,3,24.4
Gaylord,Sibley,2011,4,43.1
Gaylord,Sibley,2011,5,56.2
Gaylord,Sibley,2011,6,67.9
Gaylord,Sibley,2011,7,77.7
Gaylord,Sibley,2011,8,70.8
Gaylord,Sibley,2011,9,60.3
Gaylord,Sibley,2011,10,51.2
Gaylord,Sibley,2011,11,35.4
Gaylord,Sibley,2011,12,24.3
Gaylord,Sibley,2012,1,21.2
Gaylord,Sibley,2012,2,24.1
Gaylord,Sibley,2012,3,44.3
Gaylord,Sibley,2012,4,48.1
Gaylord,Sibley,2012,5,63
Gaylord,Sibley,2012,6,70.8
Gaylord,Sibley,2012,7,78.9
Gaylord,Sibley,2012,8,70
Gaylord,Sibley,2012,9,60.5
Gaylord,Sibley,2012,10,45.3
Gaylord,Sibley,2012,11,34.2
Gaylord,Sibley,2012,12,19.1
Gaylord,Sibley,2013,1,14
Gaylord,Sibley,2013,2,14.2
Gaylord,Sibley,2013,3,21.8
Gaylord,Sibley,2013,4,36.7
Gaylord,Sibley,2013,5,55.5
Gaylord,Sibley,2013,6,67.6
Gaylord,Sibley,2013,7,73.3
Gaylord,Sibley,2013,8,71.6
Gaylord,Sibley,2013,9,64.7
Gaylord,Sibley,2013,10,46.8
Gaylord,Sibley,2013,11,29.6
Gaylord,Sibley,2013,12,10.1
Gaylord,Sibley,2014,1,6.8
Gaylord,Sibley,2014,2,6
Gaylord,Sibley,2014,3,22.4
Gaylord,Sibley,2014,4,41.2
Gaylord,Sibley,2014,5,56.7
Gaylord,Sibley,2014,6,68.9
Gaylord,Sibley,2014,7,70.2
Gaylord,Sibley,2014,8,71.5
Gaylord,Sibley,2014,9,61
Gaylord,Sibley,2014,10,47.4
Gaylord,Sibley,2014,11,23
Gaylord,Sibley,2014,12,22.3
Gaylord,Sibley,2015,1,16.2
Gaylord,Sibley,2015,2,9.1
Gaylord,Sibley,2015,3,31.6
Gaylord,Sibley,2015,4,45.7
Gaylord,Sibley,2015,5,55.2
Gaylord,Sibley,2015,6,68.4
Gaylord,Sibley,2015,7,M
Gaylord,Sibley,2015,8,68
Gaylord,Sibley,2015,9,65.3
Gaylord,Sibley,2015,10,49.1
Gaylord,Sibley,2015,11,35.8
Gaylord,Sibley,2015,12,24.4
Gaylord,Sibley,2016,1,15.7
Gaylord,Sibley,2016,2,23.4
Gaylord,Sibley,2016,3,37.9
Gaylord,Sibley,2016,4,46.9
Gaylord,Sibley,2016,5,59.2
Gaylord,Sibley,2016,6,70
Gaylord,Sibley,2016,7,72.3
Gaylord,Sibley,2016,8,70.8
Gaylord,Sibley,2016,9,63.8
Gaylord,Sibley,2016,10,M
Gaylord,Sibley,2016,11,42.2
Gaylord,Sibley,2016,12,16.1
Glenwood,Pope,2007,1,17.5
Glenwood,Pope,2007,2,9
Glenwood,Pope,2007,3,34.2
Glenwood,Pope,2007,4,42.2
Glenwood,Pope,2007,5,63.2
Glenwood,Pope,2007,6,70.1
Glenwood,Pope,2007,7,74.3
Glenwood,Pope,2007,8,69.4
Glenwood,Pope,2007,9,63.4
Glenwood,Pope,2007,10,51
Glenwood,Pope,2007,11,32.9
Glenwood,Pope,2007,12,11.6
Glenwood,Pope,2008,1,10.3
Glenwood,Pope,2008,2,13
Glenwood,Pope,2008,3,24.7
Glenwood,Pope,2008,4,42
Glenwood,Pope,2008,5,54.4
Glenwood,Pope,2008,6,64.1
Glenwood,Pope,2008,7,71.1
Glenwood,Pope,2008,8,69
Glenwood,Pope,2008,9,61.6
Glenwood,Pope,2008,10,47.8
Glenwood,Pope,2008,11,32.1
Glenwood,Pope,2008,12,9.3
Glenwood,Pope,2009,1,2.6
Glenwood,Pope,2009,2,15.1
Glenwood,Pope,2009,3,26.6
Glenwood,Pope,2009,4,43.8
Glenwood,Pope,2009,5,57.3
Glenwood,Pope,2009,6,65.8
Glenwood,Pope,2009,7,66.6
Glenwood,Pope,2009,8,66.4
Glenwood,Pope,2009,9,64
Glenwood,Pope,2009,10,41.2
Glenwood,Pope,2009,11,39.1
Glenwood,Pope,2009,12,12.8
Glenwood,Pope,2010,1,10
Glenwood,Pope,2010,2,14.1
Glenwood,Pope,2010,3,36.7
Glenwood,Pope,2010,4,53.2
Glenwood,Pope,2010,5,56.9
Glenwood,Pope,2010,6,66.6
Glenwood,Pope,2010,7,71.6
Glenwood,Pope,2010,8,72.3
Glenwood,Pope,2010,9,57.1
Glenwood,Pope,2010,10,49.9
Glenwood,Pope,2010,11,31.1
Glenwood,Pope,2010,12,12.2
Glenwood,Pope,2011,1,6
Glenwood,Pope,2011,2,13.3
Glenwood,Pope,2011,3,23.7
Glenwood,Pope,2011,4,43.3
Glenwood,Pope,2011,5,56.7
Glenwood,Pope,2011,6,66.4
Glenwood,Pope,2011,7,74.4
Glenwood,Pope,2011,8,70.5
Glenwood,Pope,2011,9,59.1
Glenwood,Pope,2011,10,51
Glenwood,Pope,2011,11,34.4
Glenwood,Pope,2011,12,26.3
Glenwood,Pope,2012,1,20.7
Glenwood,Pope,2012,2,23
Glenwood,Pope,2012,3,43.4
Glenwood,Pope,2012,4,48.5
Glenwood,Pope,2012,5,61.2
Glenwood,Pope,2012,6,68.6
Glenwood,Pope,2012,7,75
Glenwood,Pope,2012,8,68.4
Glenwood,Pope,2012,9,60.6
Glenwood,Pope,2012,10,45.7
Glenwood,Pope,2012,11,32.3
Glenwood,Pope,2012,12,17.8
Glenwood,Pope,2013,1,13
Glenwood,Pope,2013,2,12.8
Glenwood,Pope,2013,3,20.5
Glenwood,Pope,2013,4,35.2
Glenwood,Pope,2013,5,55.5
Glenwood,Pope,2013,6,65.9
Glenwood,Pope,2013,7,71.1
Glenwood,Pope,2013,8,69.7
Glenwood,Pope,2013,9,64.7
Glenwood,Pope,2013,10,44.7
Glenwood,Pope,2013,11,30.2
Glenwood,Pope,2013,12,8
Glenwood,Pope,2014,1,5.5
Glenwood,Pope,2014,2,4.4
Glenwood,Pope,2014,3,24.3
Glenwood,Pope,2014,4,40.7
Glenwood,Pope,2014,5,55.8
Glenwood,Pope,2014,6,66.2
Glenwood,Pope,2014,7,67.7
Glenwood,Pope,2014,8,68.3
Glenwood,Pope,2014,9,59.4
Glenwood,Pope,2014,10,48.5
Glenwood,Pope,2014,11,22.8
Glenwood,Pope,2014,12,21.3
Glenwood,Pope,2015,1,16.2
Glenwood,Pope,2015,2,7.5
Glenwood,Pope,2015,3,32.2
Glenwood,Pope,2015,4,47.7
Glenwood,Pope,2015,5,56.5
Glenwood,Pope,2015,6,66.9
Glenwood,Pope,2015,7,71.7
Glenwood,Pope,2015,8,67.6
Glenwood,Pope,2015,9,65.5
Glenwood,Pope,2015,10,49.6
Glenwood,Pope,2015,11,37.3
Glenwood,Pope,2015,12,25
Glenwood,Pope,2016,1,13.7
Glenwood,Pope,2016,2,22.5
Glenwood,Pope,2016,3,38.8
Glenwood,Pope,2016,4,45.2
Glenwood,Pope,2016,5,58.3
Glenwood,Pope,2016,6,67.8
Glenwood,Pope,2016,7,69.9
Glenwood,Pope,2016,8,68.8
Glenwood,Pope,2016,9,61.4
Glenwood,Pope,2016,10,49.9
Glenwood,Pope,2016,11,40
Glenwood,Pope,2016,12,15.4
Granite Falls,Yellow Medicine,2007,1,19.5
Granite Falls,Yellow Medicine,2007,2,12.5
Granite Falls,Yellow Medicine,2007,3,36.5
Granite Falls,Yellow Medicine,2007,4,43.8
Granite Falls,Yellow Medicine,2007,5,61.6
Granite Falls,Yellow Medicine,2007,6,69.6
Granite Falls,Yellow Medicine,2007,7,73.4
Granite Falls,Yellow Medicine,2007,8,68.2
Granite Falls,Yellow Medicine,2007,9,62.4
Granite Falls,Yellow Medicine,2007,10,51.7
Granite Falls,Yellow Medicine,2007,11,32.8
Granite Falls,Yellow Medicine,2007,12,12.8
Granite Falls,Yellow Medicine,2008,1,9.6
Granite Falls,Yellow Medicine,2008,2,12.8
Granite Falls,Yellow Medicine,2008,3,26
Granite Falls,Yellow Medicine,2008,4,41.6
Granite Falls,Yellow Medicine,2008,5,55.4
Granite Falls,Yellow Medicine,2008,6,65.2
Granite Falls,Yellow Medicine,2008,7,72.1
Granite Falls,Yellow Medicine,2008,8,69.1
Granite Falls,Yellow Medicine,2008,9,59.1
Granite Falls,Yellow Medicine,2008,10,46.2
Granite Falls,Yellow Medicine,2008,11,31.4
Granite Falls,Yellow Medicine,2008,12,8.8
Granite Falls,Yellow Medicine,2009,1,3.4
Granite Falls,Yellow Medicine,2009,2,15.8
Granite Falls,Yellow Medicine,2009,3,29
Granite Falls,Yellow Medicine,2009,4,44.2
Granite Falls,Yellow Medicine,2009,5,58.1
Granite Falls,Yellow Medicine,2009,6,64.7
Granite Falls,Yellow Medicine,2009,7,67
Granite Falls,Yellow Medicine,2009,8,66.9
Granite Falls,Yellow Medicine,2009,9,64
Granite Falls,Yellow Medicine,2009,10,40.5
Granite Falls,Yellow Medicine,2009,11,39.4
Granite Falls,Yellow Medicine,2009,12,12.3
Granite Falls,Yellow Medicine,2010,1,8.2
Granite Falls,Yellow Medicine,2010,2,10.6
Granite Falls,Yellow Medicine,2010,3,35.6
Granite Falls,Yellow Medicine,2010,4,53.2
Granite Falls,Yellow Medicine,2010,5,58
Granite Falls,Yellow Medicine,2010,6,67.2
Granite Falls,Yellow Medicine,2010,7,72.5
Granite Falls,Yellow Medicine,2010,8,73.8
Granite Falls,Yellow Medicine,2010,9,58.6
Granite Falls,Yellow Medicine,2010,10,51.2
Granite Falls,Yellow Medicine,2010,11,32.7
Granite Falls,Yellow Medicine,2010,12,12.2
Granite Falls,Yellow Medicine,2011,1,6.9
Granite Falls,Yellow Medicine,2011,2,M
Granite Falls,Yellow Medicine,2011,3,M
Granite Falls,Yellow Medicine,2011,4,44.1
Granite Falls,Yellow Medicine,2011,5,56.4
Granite Falls,Yellow Medicine,2011,6,67.1
Granite Falls,Yellow Medicine,2011,7,76.7
Granite Falls,Yellow Medicine,2011,8,70.5
Granite Falls,Yellow Medicine,2011,9,59.9
Granite Falls,Yellow Medicine,2011,10,52.4
Granite Falls,Yellow Medicine,2011,11,34.6
Granite Falls,Yellow Medicine,2011,12,27.3
Granite Falls,Yellow Medicine,2012,1,M
Granite Falls,Yellow Medicine,2012,2,24.9
Granite Falls,Yellow Medicine,2012,3,44.9
Granite Falls,Yellow Medicine,2012,4,M
Granite Falls,Yellow Medicine,2012,5,M
Granite Falls,Yellow Medicine,2012,6,70.3
Granite Falls,Yellow Medicine,2012,7,79.1
Granite Falls,Yellow Medicine,2012,8,69.9
Granite Falls,Yellow Medicine,2012,9,60.9
Granite Falls,Yellow Medicine,2012,10,45.9
Granite Falls,Yellow Medicine,2012,11,34.9
Granite Falls,Yellow Medicine,2012,12,17.6
Granite Falls,Yellow Medicine,2013,1,14
Granite Falls,Yellow Medicine,2013,2,14.7
Granite Falls,Yellow Medicine,2013,3,22.1
Granite Falls,Yellow Medicine,2013,4,37.1
Granite Falls,Yellow Medicine,2013,5,56.3
Granite Falls,Yellow Medicine,2013,6,66.2
Granite Falls,Yellow Medicine,2013,7,72.3
Granite Falls,Yellow Medicine,2013,8,71.8
Granite Falls,Yellow Medicine,2013,9,64.7
Granite Falls,Yellow Medicine,2013,10,45.7
Granite Falls,Yellow Medicine,2013,11,30.7
Granite Falls,Yellow Medicine,2013,12,10
Granite Falls,Yellow Medicine,2014,1,7.8
Granite Falls,Yellow Medicine,2014,2,7.1
Granite Falls,Yellow Medicine,2014,3,25.7
Granite Falls,Yellow Medicine,2014,4,41.5
Granite Falls,Yellow Medicine,2014,5,57.1
Granite Falls,Yellow Medicine,2014,6,67.5
Granite Falls,Yellow Medicine,2014,7,68.6
Granite Falls,Yellow Medicine,2014,8,70.1
Granite Falls,Yellow Medicine,2014,9,61.1
Granite Falls,Yellow Medicine,2014,10,48.4
Granite Falls,Yellow Medicine,2014,11,22.9
Granite Falls,Yellow Medicine,2014,12,23.1
Granite Falls,Yellow Medicine,2015,1,17.9
Granite Falls,Yellow Medicine,2015,2,11.1
Granite Falls,Yellow Medicine,2015,3,34.1
Granite Falls,Yellow Medicine,2015,4,47.9
Granite Falls,Yellow Medicine,2015,5,56.9
Granite Falls,Yellow Medicine,2015,6,68.2
Granite Falls,Yellow Medicine,2015,7,71.5
Granite Falls,Yellow Medicine,2015,8,67.6
Granite Falls,Yellow Medicine,2015,9,67.3
Granite Falls,Yellow Medicine,2015,10,52.1
Granite Falls,Yellow Medicine,2015,11,40.4
Granite Falls,Yellow Medicine,2015,12,25.8
Granite Falls,Yellow Medicine,2016,1,15.9
Granite Falls,Yellow Medicine,2016,2,24.1
Granite Falls,Yellow Medicine,2016,3,40.3
Granite Falls,Yellow Medicine,2016,4,48.1
Granite Falls,Yellow Medicine,2016,5,59.8
Granite Falls,Yellow Medicine,2016,6,70.5
Granite Falls,Yellow Medicine,2016,7,72.2
Granite Falls,Yellow Medicine,2016,8,70.7
Granite Falls,Yellow Medicine,2016,9,63.9
Granite Falls,Yellow Medicine,2016,10,50.6
Granite Falls,Yellow Medicine,2016,11,41.5
Granite Falls,Yellow Medicine,2016,12,17.4
Hastings,Dakota,2007,1,19.1
Hastings,Dakota,2007,2,11
Hastings,Dakota,2007,3,35.1
Hastings,Dakota,2007,4,M
Hastings,Dakota,2007,5,61.5
Hastings,Dakota,2007,6,70.4
Hastings,Dakota,2007,7,73.1
Hastings,Dakota,2007,8,70.7
Hastings,Dakota,2007,9,63.7
Hastings,Dakota,2007,10,54.2
Hastings,Dakota,2007,11,34.2
Hastings,Dakota,2007,12,15.6
Hastings,Dakota,2008,1,11.4
Hastings,Dakota,2008,2,12.9
Hastings,Dakota,2008,3,25.9
Hastings,Dakota,2008,4,42.1
Hastings,Dakota,2008,5,54.9
Hastings,Dakota,2008,6,67.3
Hastings,Dakota,2008,7,72.4
Hastings,Dakota,2008,8,70.2
Hastings,Dakota,2008,9,63.7
Hastings,Dakota,2008,10,49.4
Hastings,Dakota,2008,11,34.9
Hastings,Dakota,2008,12,12.1
Hastings,Dakota,2009,1,4.6
Hastings,Dakota,2009,2,19.4
Hastings,Dakota,2009,3,29.9
Hastings,Dakota,2009,4,46.2
Hastings,Dakota,2009,5,58.3
Hastings,Dakota,2009,6,66.5
Hastings,Dakota,2009,7,67.7
Hastings,Dakota,2009,8,68
Hastings,Dakota,2009,9,65.4
Hastings,Dakota,2009,10,43
Hastings,Dakota,2009,11,41.5
Hastings,Dakota,2009,12,16.7
Hastings,Dakota,2010,1,11.2
Hastings,Dakota,2010,2,15.1
Hastings,Dakota,2010,3,37.7
Hastings,Dakota,2010,4,53.4
Hastings,Dakota,2010,5,59
Hastings,Dakota,2010,6,68
Hastings,Dakota,2010,7,74.5
Hastings,Dakota,2010,8,74.8
Hastings,Dakota,2010,9,59.5
Hastings,Dakota,2010,10,53.2
Hastings,Dakota,2010,11,34.2
Hastings,Dakota,2010,12,14.1
Hastings,Dakota,2011,1,8.9
Hastings,Dakota,2011,2,15.8
Hastings,Dakota,2011,3,26.4
Hastings,Dakota,2011,4,43.5
Hastings,Dakota,2011,5,56.1
Hastings,Dakota,2011,6,67.2
Hastings,Dakota,2011,7,77.3
Hastings,Dakota,2011,8,72.2
Hastings,Dakota,2011,9,61.4
Hastings,Dakota,2011,10,53.9
Hastings,Dakota,2011,11,37.8
Hastings,Dakota,2011,12,25.3
Hastings,Dakota,2012,1,21.4
Hastings,Dakota,2012,2,26.4
Hastings,Dakota,2012,3,46.4
Hastings,Dakota,2012,4,48.6
Hastings,Dakota,2012,5,61.6
Hastings,Dakota,2012,6,69.9
Hastings,Dakota,2012,7,78.1
Hastings,Dakota,2012,8,70.5
Hastings,Dakota,2012,9,62.4
Hastings,Dakota,2012,10,46.5
Hastings,Dakota,2012,11,36.2
Hastings,Dakota,2012,12,23
Hastings,Dakota,2013,1,15.7
Hastings,Dakota,2013,2,16.3
Hastings,Dakota,2013,3,24.1
Hastings,Dakota,2013,4,38
Hastings,Dakota,2013,5,55.7
Hastings,Dakota,2013,6,66.8
Hastings,Dakota,2013,7,72.8
Hastings,Dakota,2013,8,71.5
Hastings,Dakota,2013,9,65
Hastings,Dakota,2013,10,48.3
Hastings,Dakota,2013,11,31.6
Hastings,Dakota,2013,12,11.8
Hastings,Dakota,2014,1,6.1
Hastings,Dakota,2014,2,5.2
Hastings,Dakota,2014,3,21.1
Hastings,Dakota,2014,4,41.5
Hastings,Dakota,2014,5,57
Hastings,Dakota,2014,6,68.8
Hastings,Dakota,2014,7,70.2
Hastings,Dakota,2014,8,72.1
Hastings,Dakota,2014,9,61.8
Hastings,Dakota,2014,10,48.5
Hastings,Dakota,2014,11,25.8
Hastings,Dakota,2014,12,24.1
Hastings,Dakota,2015,1,16.6
Hastings,Dakota,2015,2,9.2
Hastings,Dakota,2015,3,31.2
Hastings,Dakota,2015,4,48
Hastings,Dakota,2015,5,56.8
Hastings,Dakota,2015,6,67.2
Hastings,Dakota,2015,7,71.7
Hastings,Dakota,2015,8,69.4
Hastings,Dakota,2015,9,67.5
Hastings,Dakota,2015,10,51.2
Hastings,Dakota,2015,11,41.2
Hastings,Dakota,2015,12,30.2
Hastings,Dakota,2016,1,14.7
Hastings,Dakota,2016,2,22.5
Hastings,Dakota,2016,3,39
Hastings,Dakota,2016,4,46.5
Hastings,Dakota,2016,5,56.9
Hastings,Dakota,2016,6,67.8
Hastings,Dakota,2016,7,73.2
Hastings,Dakota,2016,8,71.6
Hastings,Dakota,2016,9,65.6
Hastings,Dakota,2016,10,53
Hastings,Dakota,2016,11,43.7
Hastings,Dakota,2016,12,20.2
Litchfield,Meeker,2007,1,17.9
Litchfield,Meeker,2007,2,8.7
Litchfield,Meeker,2007,3,33
Litchfield,Meeker,2007,4,44.2
Litchfield,Meeker,2007,5,62.8
Litchfield,Meeker,2007,6,70.7
Litchfield,Meeker,2007,7,73.9
Litchfield,Meeker,2007,8,68.9
Litchfield,Meeker,2007,9,62
Litchfield,Meeker,2007,10,51.2
Litchfield,Meeker,2007,11,32.1
Litchfield,Meeker,2007,12,10.5
Litchfield,Meeker,2008,1,7.7
Litchfield,Meeker,2008,2,9.9
Litchfield,Meeker,2008,3,24.7
Litchfield,Meeker,2008,4,41
Litchfield,Meeker,2008,5,54.5
Litchfield,Meeker,2008,6,66.2
Litchfield,Meeker,2008,7,72.3
Litchfield,Meeker,2008,8,M
Litchfield,Meeker,2008,9,60.2
Litchfield,Meeker,2008,10,46.8
Litchfield,Meeker,2008,11,31.9
Litchfield,Meeker,2008,12,10.5
Litchfield,Meeker,2009,1,2.6
Litchfield,Meeker,2009,2,14.7
Litchfield,Meeker,2009,3,26.6
Litchfield,Meeker,2009,4,43.6
Litchfield,Meeker,2009,5,56.2
Litchfield,Meeker,2009,6,64.1
Litchfield,Meeker,2009,7,66.7
Litchfield,Meeker,2009,8,65.7
Litchfield,Meeker,2009,9,63.3
Litchfield,Meeker,2009,10,40
Litchfield,Meeker,2009,11,38.3
Litchfield,Meeker,2009,12,12.8
Litchfield,Meeker,2010,1,7.6
Litchfield,Meeker,2010,2,10.9
Litchfield,Meeker,2010,3,34.9
Litchfield,Meeker,2010,4,50.5
Litchfield,Meeker,2010,5,57.1
Litchfield,Meeker,2010,6,66.4
Litchfield,Meeker,2010,7,71.7
Litchfield,Meeker,2010,8,72.1
Litchfield,Meeker,2010,9,56.4
Litchfield,Meeker,2010,10,50
Litchfield,Meeker,2010,11,30.6
Litchfield,Meeker,2010,12,11.6
Litchfield,Meeker,2011,1,6.2
Litchfield,Meeker,2011,2,12.5
Litchfield,Meeker,2011,3,22.1
Litchfield,Meeker,2011,4,43.5
Litchfield,Meeker,2011,5,53.9
Litchfield,Meeker,2011,6,65.2
Litchfield,Meeker,2011,7,75.5
Litchfield,Meeker,2011,8,70
Litchfield,Meeker,2011,9,58.5
Litchfield,Meeker,2011,10,51
Litchfield,Meeker,2011,11,33.5
Litchfield,Meeker,2011,12,23.9
Litchfield,Meeker,2012,1,20.1
Litchfield,Meeker,2012,2,22.9
Litchfield,Meeker,2012,3,43.4
Litchfield,Meeker,2012,4,47.9
Litchfield,Meeker,2012,5,61.7
Litchfield,Meeker,2012,6,68.6
Litchfield,Meeker,2012,7,77.2
Litchfield,Meeker,2012,8,69
Litchfield,Meeker,2012,9,59.2
Litchfield,Meeker,2012,10,43.4
Litchfield,Meeker,2012,11,32.3
Litchfield,Meeker,2012,12,16.6
Litchfield,Meeker,2013,1,11.6
Litchfield,Meeker,2013,2,12.5
Litchfield,Meeker,2013,3,20.3
Litchfield,Meeker,2013,4,34.8
Litchfield,Meeker,2013,5,54
Litchfield,Meeker,2013,6,64.9
Litchfield,Meeker,2013,7,70.8
Litchfield,Meeker,2013,8,69.5
Litchfield,Meeker,2013,9,63
Litchfield,Meeker,2013,10,45.4
Litchfield,Meeker,2013,11,29.4
Litchfield,Meeker,2013,12,8.2
Litchfield,Meeker,2014,1,4
Litchfield,Meeker,2014,2,4.3
Litchfield,Meeker,2014,3,20.8
Litchfield,Meeker,2014,4,38.9
Litchfield,Meeker,2014,5,54.3
Litchfield,Meeker,2014,6,66.8
Litchfield,Meeker,2014,7,68.2
Litchfield,Meeker,2014,8,69.6
Litchfield,Meeker,2014,9,59.5
Litchfield,Meeker,2014,10,46.4
Litchfield,Meeker,2014,11,21.6
Litchfield,Meeker,2014,12,21.5
Litchfield,Meeker,2015,1,15.3
Litchfield,Meeker,2015,2,7.7
Litchfield,Meeker,2015,3,31
Litchfield,Meeker,2015,4,45
Litchfield,Meeker,2015,5,55
Litchfield,Meeker,2015,6,66.3
Litchfield,Meeker,2015,7,70
Litchfield,Meeker,2015,8,66.7
Litchfield,Meeker,2015,9,65.4
Litchfield,Meeker,2015,10,49.1
Litchfield,Meeker,2015,11,38.2
Litchfield,Meeker,2015,12,25.5
Litchfield,Meeker,2016,1,13.4
Litchfield,Meeker,2016,2,22
Litchfield,Meeker,2016,3,37.6
Litchfield,Meeker,2016,4,44.9
Litchfield,Meeker,2016,5,56.5
Litchfield,Meeker,2016,6,67.3
Litchfield,Meeker,2016,7,70.1
Litchfield,Meeker,2016,8,69.7
Litchfield,Meeker,2016,9,61.7
Litchfield,Meeker,2016,10,48
Litchfield,Meeker,2016,11,40
Litchfield,Meeker,2016,12,15.8
Long Prairie,Todd,2007,1,M
Long Prairie,Todd,2007,2,M
Long Prairie,Todd,2007,3,M
Long Prairie,Todd,2007,4,M
Long Prairie,Todd,2007,5,M
Long Prairie,Todd,2007,6,M
Long Prairie,Todd,2007,7,69
Long Prairie,Todd,2007,8,64.6
Long Prairie,Todd,2007,9,58.7
Long Prairie,Todd,2007,10,48.1
Long Prairie,Todd,2007,11,30.3
Long Prairie,Todd,2007,12,9.5
Long Prairie,Todd,2008,1,6.5
Long Prairie,Todd,2008,2,8.7
Long Prairie,Todd,2008,3,21.3
Long Prairie,Todd,2008,4,37.8
Long Prairie,Todd,2008,5,49.4
Long Prairie,Todd,2008,6,60.9
Long Prairie,Todd,2008,7,66
Long Prairie,Todd,2008,8,65.2
Long Prairie,Todd,2008,9,56.7
Long Prairie,Todd,2008,10,44
Long Prairie,Todd,2008,11,30.6
Long Prairie,Todd,2008,12,6.7
Long Prairie,Todd,2009,1,-0.6
Long Prairie,Todd,2009,2,12.8
Long Prairie,Todd,2009,3,22.7
Long Prairie,Todd,2009,4,40.3
Long Prairie,Todd,2009,5,51.9
Long Prairie,Todd,2009,6,59.6
Long Prairie,Todd,2009,7,62.5
Long Prairie,Todd,2009,8,63
Long Prairie,Todd,2009,9,61.6
Long Prairie,Todd,2009,10,38.4
Long Prairie,Todd,2009,11,37.2
Long Prairie,Todd,2009,12,12
Long Prairie,Todd,2010,1,7.5
Long Prairie,Todd,2010,2,12.1
Long Prairie,Todd,2010,3,34.5
Long Prairie,Todd,2010,4,48.5
Long Prairie,Todd,2010,5,53.9
Long Prairie,Todd,2010,6,62.2
Long Prairie,Todd,2010,7,68.4
Long Prairie,Todd,2010,8,68.7
Long Prairie,Todd,2010,9,53.5
Long Prairie,Todd,2010,10,48.2
Long Prairie,Todd,2010,11,29.4
Long Prairie,Todd,2010,12,11
Long Prairie,Todd,2011,1,4
Long Prairie,Todd,2011,2,11.7
Long Prairie,Todd,2011,3,20.1
Long Prairie,Todd,2011,4,40
Long Prairie,Todd,2011,5,51.7
Long Prairie,Todd,2011,6,61.1
Long Prairie,Todd,2011,7,71.1
Long Prairie,Todd,2011,8,66.3
Long Prairie,Todd,2011,9,55.7
Long Prairie,Todd,2011,10,48.7
Long Prairie,Todd,2011,11,31.9
Long Prairie,Todd,2011,12,23
Long Prairie,Todd,2012,1,17.6
Long Prairie,Todd,2012,2,20.5
Long Prairie,Todd,2012,3,39.4
Long Prairie,Todd,2012,4,43.6
Long Prairie,Todd,2012,5,56.3
Long Prairie,Todd,2012,6,64.4
Long Prairie,Todd,2012,7,72.7
Long Prairie,Todd,2012,8,64.7
Long Prairie,Todd,2012,9,56.5
Long Prairie,Todd,2012,10,42
Long Prairie,Todd,2012,11,29.8
Long Prairie,Todd,2012,12,15.1
Long Prairie,Todd,2013,1,10
Long Prairie,Todd,2013,2,11.3
Long Prairie,Todd,2013,3,18.1
Long Prairie,Todd,2013,4,31.1
Long Prairie,Todd,2013,5,52
Long Prairie,Todd,2013,6,62
Long Prairie,Todd,2013,7,67.6
Long Prairie,Todd,2013,8,66.7
Long Prairie,Todd,2013,9,60.8
Long Prairie,Todd,2013,10,43.6
Long Prairie,Todd,2013,11,26.3
Long Prairie,Todd,2013,12,4.3
Long Prairie,Todd,2014,1,1.3
Long Prairie,Todd,2014,2,2.6
Long Prairie,Todd,2014,3,17.8
